,mean,mean,mean,mean,median,median,median,median,std,std,std,std,min,min,min,min,max,max,max,max
,astardist,astartime,rrtdist,rrttime,astardist,astartime,rrtdist,rrttime,astardist,astartime,rrtdist,rrttime,astardist,astartime,rrtdist,rrttime,astardist,astartime,rrtdist,rrttime
original,74.45013714074125,1.2384827375411986,141.71436292791327,6.379832768440247,95.50506562615962,0.13450872898101807,123.17595453808187,4.873775482177734,44.76715405839968,2.0430280803446514,83.68872176426001,5.217492977150388,12.215182013362611,0.007855653762817383,13.77443306379469,0.3578970432281494,115.63016378270152,5.493967533111572,344.3263133806799,20.810006380081177
simplified,74.45013714074125,1.470455241203308,149.76277086926862,4.843099665641785,95.50506562615962,0.0508807897567749,136.7639710582153,2.7285704612731934,44.76715405839968,3.316136383629391,71.92576148293168,4.98649029086775,12.215182013362611,0.005873680114746094,12.425764512385072,0.11008048057556152,115.63016378270152,11.039812326431274,286.4221872763664,18.477664709091187
